#time	T_air	Pvap Vit_Vent wind dir	Nebulo	Ray3	P_atm	rain
T       TAIR    PVAP    WINDD   WINDS   CLDC    RAY3    PATM    RAINI
s	degC	hPa	degree	m/s	octa	W/m2	mbar	mm
26283600	20	10	0	0.00	5	160	1012.7308	0
26287200	20	10	0	1.268	5	160	1012.7309	0
26290800	20	10	0	2.228	5	160	1012.7310	0
26294400	20	10	0	1.248	5	160	1012.7311	0
26298000	20	10	0	4.268	5	160	1012.7312	0
26301600	20	10	0	3.80	5	160	1012.7313	0
26305200	20	10	0	3.60	5	160	1012.7314	0
26308800	20	10	0	3.80	5	160	1012.7315	0
26312400	20	10	0	4.228	5	160	1012.7316	0
26316000	20	10	0	3.178	5	160	1012.7317	0
26319600	20	10	0	4.238	5	160	1012.7318	0
26323200	20	10	0	5.00	5	160	1012.7319	0
26326800	20	10	0	5.00	5	160	1012.7320	0
26330400	20	10	0	4.28400	5	160	1012.7321	0
26334000	20	10	0	4.28480	5	160	1012.7322	0
26337600	20	10	0	3.50	5	160	1012.7323	0
26341200	20	10	0	3.30	5	160	1012.7324	0
26344800	20	10	0	3.00	5	160	1012.7325	0
26348400	20	10	0	3.00	5	160	1012.7326	0
26352000	20	10	0	2.60	5	160	1012.7327	0
26355600	20	10	0	2.90	5	160	1012.7328	0
26359200	20	10	0	2.50	5	160	1012.7329	0
26362800	20	10	0	2.50	5	160	1012.7330	0
26366400	20	10	0	3.228	5	160	1012.7331	0
26370000	20	10	0	2.268	5	160	1012.7332	0
26373600	20	10	0	3.30	5	160	1012.7333	0
26377200	20	10	0	3.30	5	160	1012.7334	0
26380800	20	10	0	4.7100	5	160	1012.7335	0
26384400	20	10	0	4.7120	5	160	1012.7336	0
26388000	20	10	0	2.258	5	160	1012.7337	0
26391600	20	10	0	3.20	5	160	1012.7338	0
26395200	20	10	0	3.90	5	160	1012.7339	0
26398800	20	10	0	3.30	5	160	1012.7340	0
26402400	20	10	0	5.30	5	160	1012.7341	0
26406000	20	10	0	5.30	5	160	1012.7342	0
26409600	20	10	0	4.208	5	160	1012.7343	0
26413200	20	10	0	3.268	5	160	1012.7344	0
26416800	20	10	0	5.238	5	160	1012.7345	0
26420400	20	10	0	0.70	5	160	1012.7346	0
26424000	20	10	0	0.00	5	160	1012.7347	0
26427600	20	10	0	0.00	5	160	1012.7348	0
26431200	20	10	0	0.00	5	160	1012.7349	0
26434800	20	10	0	1.269	5	160	1012.7350	0
26438400	20	10	0	2.229	5	160	1012.7351	0
26442000	20	10	0	1.249	5	160	1012.7352	0
26445600	20	10	0	4.269	5	160	1012.7353	0
26449200	20	10	0	3.80	5	160	1012.7354	0
26452800	20	10	0	3.60	5	160	1012.7355	0
26456400	20	10	0	3.80	5	160	1012.7356	0
26460000	20	10	0	4.229	5	160	1012.7357	0
26463600	20	10	0	3.179	5	160	1012.7358	0
26467200	20	10	0	4.239	5	160	1012.7359	0
26470800	20	10	0	5.00	5	160	1012.7360	0
26474400	20	10	0	5.00	5	160	1012.7361	0
26478000	20	10	0	4.28560	5	160	1012.7362	0
26481600	20	10	0	4.28640	5	160	1012.7363	0
26485200	20	10	0	3.50	5	160	1012.7364	0
26488800	20	10	0	3.30	5	160	1012.7365	0
26492400	20	10	0	3.00	5	160	1012.7366	0
26496000	20	10	0	3.00	5	160	1012.7367	0
26499600	20	10	0	2.60	5	160	1012.7368	0
26503200	20	10	0	2.90	5	160	1012.7369	0
26506800	20	10	0	2.50	5	160	1012.7370	0
26510400	20	10	0	2.50	5	160	1012.7371	0
26514000	20	10	0	3.229	5	160	1012.7372	0
26517600	20	10	0	2.269	5	160	1012.7373	0
26521200	20	10	0	3.30	5	160	1012.7374	0
26524800	20	10	0	3.30	5	160	1012.7375	0
26528400	20	10	0	4.7140	5	160	1012.7376	0
26532000	20	10	0	4.7160	5	160	1012.7377	0
26535600	20	10	0	2.259	5	160	1012.7378	0
26539200	20	10	0	3.20	5	160	1012.7379	0
26542800	20	10	0	3.90	5	160	1012.7380	0
26546400	20	10	0	3.30	5	160	1012.7381	0
26550000	20	10	0	5.30	5	160	1012.7382	0
26553600	20	10	0	5.30	5	160	1012.7383	0
26557200	20	10	0	4.209	5	160	1012.7384	0
26560800	20	10	0	3.269	5	160	1012.7385	0
26564400	20	10	0	5.239	5	160	1012.7386	0
26568000	20	10	0	0.70	5	160	1012.7387	0
26571600	20	10	0	0.00	5	160	1012.7388	0
26575200	20	10	0	0.00	5	160	1012.7389	0
26578800	20	10	0	0.00	5	160	1012.7390	0
26582400	20	10	0	1.270	5	160	1012.7391	0
26586000	20	10	0	2.230	5	160	1012.7392	0
26589600	20	10	0	1.250	5	160	1012.7393	0
26593200	20	10	0	4.270	5	160	1012.7394	0
26596800	20	10	0	3.80	5	160	1012.7395	0
26600400	20	10	0	3.60	5	160	1012.7396	0
26604000	20	10	0	3.80	5	160	1012.7397	0
26607600	20	10	0	4.230	5	160	1012.7398	0
26611200	20	10	0	3.180	5	160	1012.7399	0
26614800	20	10	0	4.240	5	160	1012.7400	0
26618400	20	10	0	5.00	5	160	1012.7401	0
26622000	20	10	0	5.00	5	160	1012.7402	0
26625600	20	10	0	4.28720	5	160	1012.7403	0
26629200	20	10	0	4.28800	5	160	1012.7404	0
26632800	20	10	0	3.50	5	160	1012.7405	0
26636400	20	10	0	3.30	5	160	1012.7406	0
26640000	20	10	0	3.00	5	160	1012.7407	0
26643600	20	10	0	3.00	5	160	1012.7408	0
26647200	20	10	0	2.60	5	160	1012.7409	0
26650800	20	10	0	2.90	5	160	1012.7410	0
26654400	20	10	0	2.50	5	160	1012.7411	0
26658000	20	10	0	2.50	5	160	1012.7412	0
26661600	20	10	0	3.230	5	160	1012.7413	0
26665200	20	10	0	2.270	5	160	1012.7414	0
26668800	20	10	0	3.30	5	160	1012.7415	0
26672400	20	10	0	3.30	5	160	1012.7416	0
26676000	20	10	0	4.7180	5	160	1012.7417	0
26679600	20	10	0	4.7200	5	160	1012.7418	0
26683200	20	10	0	2.260	5	160	1012.7419	0
26686800	20	10	0	3.20	5	160	1012.7420	0
26690400	20	10	0	3.90	5	160	1012.7421	0
26694000	20	10	0	3.30	5	160	1012.7422	0
26697600	20	10	0	5.30	5	160	1012.7423	0
26701200	20	10	0	5.30	5	160	1012.7424	0
26704800	20	10	0	4.210	5	160	1012.7425	0
26708400	20	10	0	3.270	5	160	1012.7426	0
26712000	20	10	0	5.240	5	160	1012.7427	0
26715600	20	10	0	0.70	5	160	1012.7428	0
26719200	20	10	0	0.00	5	160	1012.7429	0
26722800	20	10	0	0.00	5	160	1012.7430	0
26726400	20	10	0	0.00	5	160	1012.7431	0
26730000	20	10	0	1.271	5	160	1012.7432	0
26733600	20	10	0	2.231	5	160	1012.7433	0
26737200	20	10	0	1.251	5	160	1012.7434	0
26740800	20	10	0	4.271	5	160	1012.7435	0
26744400	20	10	0	3.80	5	160	1012.7436	0
26748000	20	10	0	3.60	5	160	1012.7437	0
26751600	20	10	0	3.80	5	160	1012.7438	0
26755200	20	10	0	4.231	5	160	1012.7439	0
26758800	20	10	0	3.181	5	160	1012.7440	0
26762400	20	10	0	4.241	5	160	1012.7441	0
26766000	20	10	0	5.00	5	160	1012.7442	0
26769600	20	10	0	5.00	5	160	1012.7443	0
26773200	20	10	0	4.28880	5	160	1012.7444	0
26776800	20	10	0	4.28960	5	160	1012.7445	0
26780400	20	10	0	3.50	5	160	1012.7446	0
26784000	20	10	0	3.30	5	160	1012.7447	0
26787600	20	10	0	3.00	5	160	1012.7448	0
26791200	20	10	0	3.00	5	160	1012.7449	0
26794800	20	10	0	2.60	5	160	1012.7450	0
26798400	20	10	0	2.90	5	160	1012.7451	0
26802000	20	10	0	2.50	5	160	1012.7452	0
26805600	20	10	0	2.50	5	160	1012.7453	0
26809200	20	10	0	3.231	5	160	1012.7454	0
26812800	20	10	0	2.271	5	160	1012.7455	0
26816400	20	10	0	3.30	5	160	1012.7456	0
26820000	20	10	0	3.30	5	160	1012.7457	0
26823600	20	10	0	4.7220	5	160	1012.7458	0
26827200	20	10	0	4.7240	5	160	1012.7459	0
26830800	20	10	0	2.261	5	160	1012.7460	0
26834400	20	10	0	3.20	5	160	1012.7461	0
26838000	20	10	0	3.90	5	160	1012.7462	0
26841600	20	10	0	3.30	5	160	1012.7463	0
26845200	20	10	0	5.30	5	160	1012.7464	0
26848800	20	10	0	5.30	5	160	1012.7465	0
26852400	20	10	0	4.211	5	160	1012.7466	0
26856000	20	10	0	3.271	5	160	1012.7467	0
26859600	20	10	0	5.241	5	160	1012.7468	0
26863200	20	10	0	0.70	5	160	1012.7469	0
26866800	20	10	0	0.00	5	160	1012.7470	0
26870400	20	10	0	0.00	5	160	1012.7471	0
26874000	20	10	0	0.00	5	160	1012.7472	0
26877600	20	10	0	1.272	5	160	1012.7473	0
26881200	20	10	0	2.232	5	160	1012.7474	0
26884800	20	10	0	1.252	5	160	1012.7475	0
26888400	20	10	0	4.272	5	160	1012.7476	0
26892000	20	10	0	3.80	5	160	1012.7477	0
26895600	20	10	0	3.60	5	160	1012.7478	0
26899200	20	10	0	3.80	5	160	1012.7479	0
26902800	20	10	0	4.232	5	160	1012.7480	0
26906400	20	10	0	3.182	5	160	1012.7481	0
26910000	20	10	0	4.242	5	160	1012.7482	0
26913600	20	10	0	5.00	5	160	1012.7483	0
26917200	20	10	0	5.00	5	160	1012.7484	0
26920800	20	10	0	4.29040	5	160	1012.7485	0
26924400	20	10	0	4.29120	5	160	1012.7486	0
26928000	20	10	0	3.50	5	160	1012.7487	0
26931600	20	10	0	3.30	5	160	1012.7488	0
26935200	20	10	0	3.00	5	160	1012.7489	0
26938800	20	10	0	3.00	5	160	1012.7490	0
26942400	20	10	0	2.60	5	160	1012.7491	0
26946000	20	10	0	2.90	5	160	1012.7492	0
26949600	20	10	0	2.50	5	160	1012.7493	0
26953200	20	10	0	2.50	5	160	1012.7494	0
26956800	20	10	0	3.232	5	160	1012.7495	0
26960400	20	10	0	2.272	5	160	1012.7496	0
26964000	20	10	0	3.30	5	160	1012.7497	0
26967600	20	10	0	3.30	5	160	1012.7498	0
26971200	20	10	0	4.7260	5	160	1012.7499	0
26974800	20	10	0	4.7280	5	160	1012.7500	0
26978400	20	10	0	2.262	5	160	1012.7501	0
26982000	20	10	0	3.20	5	160	1012.7502	0
26985600	20	10	0	3.90	5	160	1012.7503	0
26989200	20	10	0	3.30	5	160	1012.7504	0
26992800	20	10	0	5.30	5	160	1012.7505	0
26996400	20	10	0	5.30	5	160	1012.7506	0
27000000	20	10	0	4.212	5	160	1012.7507	0
27003600	20	10	0	3.272	5	160	1012.7508	0
27007200	20	10	0	5.242	5	160	1012.7509	0
27010800	20	10	0	0.70	5	160	1012.7510	0
27014400	20	10	0	0.00	5	160	1012.7511	0
27018000	20	10	0	0.00	5	160	1012.7512	0
27021600	20	10	0	0.00	5	160	1012.7513	0
27025200	20	10	0	1.273	5	160	1012.7514	0
27028800	20	10	0	2.233	5	160	1012.7515	0
27032400	20	10	0	1.253	5	160	1012.7516	0
27036000	20	10	0	4.273	5	160	1012.7517	0
27039600	20	10	0	3.80	5	160	1012.7518	0
27043200	20	10	0	3.60	5	160	1012.7519	0
27046800	20	10	0	3.80	5	160	1012.7520	0
27050400	20	10	0	4.233	5	160	1012.7521	0
27054000	20	10	0	3.183	5	160	1012.7522	0
27057600	20	10	0	4.243	5	160	1012.7523	0
27061200	20	10	0	5.00	5	160	1012.7524	0
27064800	20	10	0	5.00	5	160	1012.7525	0
27068400	20	10	0	4.29200	5	160	1012.7526	0
27072000	20	10	0	4.29280	5	160	1012.7527	0
27075600	20	10	0	3.50	5	160	1012.7528	0
27079200	20	10	0	3.30	5	160	1012.7529	0
27082800	20	10	0	3.00	5	160	1012.7530	0
27086400	20	10	0	3.00	5	160	1012.7531	0
27090000	20	10	0	2.60	5	160	1012.7532	0
27093600	20	10	0	2.90	5	160	1012.7533	0
27097200	20	10	0	2.50	5	160	1012.7534	0
27100800	20	10	0	2.50	5	160	1012.7535	0
27104400	20	10	0	3.233	5	160	1012.7536	0
27108000	20	10	0	2.273	5	160	1012.7537	0
27111600	20	10	0	3.30	5	160	1012.7538	0
27115200	20	10	0	3.30	5	160	1012.7539	0
27118800	20	10	0	4.7300	5	160	1012.7540	0
27122400	20	10	0	4.7320	5	160	1012.7541	0
27126000	20	10	0	2.263	5	160	1012.7542	0
27129600	20	10	0	3.20	5	160	1012.7543	0
27133200	20	10	0	3.90	5	160	1012.7544	0
27136800	20	10	0	3.30	5	160	1012.7545	0
27140400	20	10	0	5.30	5	160	1012.7546	0
27144000	20	10	0	5.30	5	160	1012.7547	0
27147600	20	10	0	4.213	5	160	1012.7548	0
27151200	20	10	0	3.273	5	160	1012.7549	0
27154800	20	10	0	5.243	5	160	1012.7550	0
27158400	20	10	0	0.70	5	160	1012.7551	0
27162000	20	10	0	0.00	5	160	1012.7552	0
27165600	20	10	0	0.00	5	160	1012.7553	0
27169200	20	10	0	0.00	5	160	1012.7554	0
27172800	20	10	0	1.274	5	160	1012.7555	0
27176400	20	10	0	2.234	5	160	1012.7556	0
27180000	20	10	0	1.254	5	160	1012.7557	0
27183600	20	10	0	4.274	5	160	1012.7558	0
27187200	20	10	0	3.80	5	160	1012.7559	0
27190800	20	10	0	3.60	5	160	1012.7560	0
27194400	20	10	0	3.80	5	160	1012.7561	0
27198000	20	10	0	4.234	5	160	1012.7562	0
27201600	20	10	0	3.184	5	160	1012.7563	0
27205200	20	10	0	4.244	5	160	1012.7564	0
27208800	20	10	0	5.00	5	160	1012.7565	0
27212400	20	10	0	5.00	5	160	1012.7566	0
27216000	20	10	0	4.29360	5	160	1012.7567	0
27219600	20	10	0	4.29440	5	160	1012.7568	0
27223200	20	10	0	3.50	5	160	1012.7569	0
27226800	20	10	0	3.30	5	160	1012.7570	0
27230400	20	10	0	3.00	5	160	1012.7571	0
27234000	20	10	0	3.00	5	160	1012.7572	0
27237600	20	10	0	2.60	5	160	1012.7573	0
27241200	20	10	0	2.90	5	160	1012.7574	0
27244800	20	10	0	2.50	5	160	1012.7575	0
27248400	20	10	0	2.50	5	160	1012.7576	0
27252000	20	10	0	3.234	5	160	1012.7577	0
27255600	20	10	0	2.274	5	160	1012.7578	0
27259200	20	10	0	3.30	5	160	1012.7579	0
27262800	20	10	0	3.30	5	160	1012.7580	0
27266400	20	10	0	4.7340	5	160	1012.7581	0
27270000	20	10	0	4.7360	5	160	1012.7582	0
27273600	20	10	0	2.264	5	160	1012.7583	0
27277200	20	10	0	3.20	5	160	1012.7584	0
27280800	20	10	0	3.90	5	160	1012.7585	0
27284400	20	10	0	3.30	5	160	1012.7586	0
27288000	20	10	0	5.30	5	160	1012.7587	0
27291600	20	10	0	5.30	5	160	1012.7588	0
27295200	20	10	0	4.214	5	160	1012.7589	0
27298800	20	10	0	3.274	5	160	1012.7590	0
27302400	20	10	0	5.244	5	160	1012.7591	0
27306000	20	10	0	0.70	5	160	1012.7592	0
27309600	20	10	0	0.00	5	160	1012.7593	0
27313200	20	10	0	0.00	5	160	1012.7594	0
27316800	20	10	0	0.00	5	160	1012.7595	0
27320400	20	10	0	1.275	5	160	1012.7596	0
27324000	20	10	0	2.235	5	160	1012.7597	0
27327600	20	10	0	1.255	5	160	1012.7598	0
27331200	20	10	0	4.275	5	160	1012.7599	0
27334800	20	10	0	3.80	5	160	1012.7600	0
27338400	20	10	0	3.60	5	160	1012.7601	0
27342000	20	10	0	3.80	5	160	1012.7602	0
27345600	20	10	0	4.235	5	160	1012.7603	0
27349200	20	10	0	3.185	5	160	1012.7604	0
27352800	20	10	0	4.245	5	160	1012.7605	0
27356400	20	10	0	5.00	5	160	1012.7606	0
27360000	20	10	0	5.00	5	160	1012.7607	0
27363600	20	10	0	4.29520	5	160	1012.7608	0
27367200	20	10	0	4.29600	5	160	1012.7609	0
27370800	20	10	0	3.50	5	160	1012.7610	0
27374400	20	10	0	3.30	5	160	1012.7611	0
27378000	20	10	0	3.00	5	160	1012.7612	0
27381600	20	10	0	3.00	5	160	1012.7613	0
27385200	20	10	0	2.60	5	160	1012.7614	0
27388800	20	10	0	2.90	5	160	1012.7615	0
27392400	20	10	0	2.50	5	160	1012.7616	0
27396000	20	10	0	2.50	5	160	1012.7617	0
27399600	20	10	0	3.235	5	160	1012.7618	0
27403200	20	10	0	2.275	5	160	1012.7619	0
27406800	20	10	0	3.30	5	160	1012.7620	0
27410400	20	10	0	3.30	5	160	1012.7621	0
27414000	20	10	0	4.7380	5	160	1012.7622	0
27417600	20	10	0	4.7400	5	160	1012.7623	0
27421200	20	10	0	2.265	5	160	1012.7624	0
27424800	20	10	0	3.20	5	160	1012.7625	0
27428400	20	10	0	3.90	5	160	1012.7626	0
27432000	20	10	0	3.30	5	160	1012.7627	0
27435600	20	10	0	5.30	5	160	1012.7628	0
27439200	20	10	0	5.30	5	160	1012.7629	0
27442800	20	10	0	4.215	5	160	1012.7630	0
27446400	20	10	0	3.275	5	160	1012.7631	0
27450000	20	10	0	5.245	5	160	1012.7632	0
27453600	20	10	0	0.70	5	160	1012.7633	0
27457200	20	10	0	0.00	5	160	1012.7634	0
27460800	20	10	0	0.00	5	160	1012.7635	0
27464400	20	10	0	0.00	5	160	1012.7636	0
27468000	20	10	0	1.276	5	160	1012.7637	0
27471600	20	10	0	2.236	5	160	1012.7638	0
27475200	20	10	0	1.256	5	160	1012.7639	0
27478800	20	10	0	4.276	5	160	1012.7640	0
27482400	20	10	0	3.80	5	160	1012.7641	0
27486000	20	10	0	3.60	5	160	1012.7642	0
27489600	20	10	0	3.80	5	160	1012.7643	0
27493200	20	10	0	4.236	5	160	1012.7644	0
27496800	20	10	0	3.186	5	160	1012.7645	0
27500400	20	10	0	4.246	5	160	1012.7646	0
27504000	20	10	0	5.00	5	160	1012.7647	0
27507600	20	10	0	5.00	5	160	1012.7648	0
27511200	20	10	0	4.29680	5	160	1012.7649	0
27514800	20	10	0	4.29760	5	160	1012.7650	0
27518400	20	10	0	3.50	5	160	1012.7651	0
27522000	20	10	0	3.30	5	160	1012.7652	0
27525600	20	10	0	3.00	5	160	1012.7653	0
27529200	20	10	0	3.00	5	160	1012.7654	0
27532800	20	10	0	2.60	5	160	1012.7655	0
27536400	20	10	0	2.90	5	160	1012.7656	0
27540000	20	10	0	2.50	5	160	1012.7657	0
27543600	20	10	0	2.50	5	160	1012.7658	0
27547200	20	10	0	3.236	5	160	1012.7659	0
27550800	20	10	0	2.276	5	160	1012.7660	0
27554400	20	10	0	3.30	5	160	1012.7661	0
27558000	20	10	0	3.30	5	160	1012.7662	0
27561600	20	10	0	4.7420	5	160	1012.7663	0
27565200	20	10	0	4.7440	5	160	1012.7664	0
27568800	20	10	0	2.266	5	160	1012.7665	0
27572400	20	10	0	3.20	5	160	1012.7666	0
27576000	20	10	0	3.90	5	160	1012.7667	0
27579600	20	10	0	3.30	5	160	1012.7668	0
27583200	20	10	0	5.30	5	160	1012.7669	0
27586800	20	10	0	5.30	5	160	1012.7670	0
27590400	20	10	0	4.216	5	160	1012.7671	0
27594000	20	10	0	3.276	5	160	1012.7672	0
27597600	20	10	0	5.246	5	160	1012.7673	0
27601200	20	10	0	0.70	5	160	1012.7674	0
27604800	20	10	0	0.00	5	160	1012.7675	0
27608400	20	10	0	0.00	5	160	1012.7676	0
27612000	20	10	0	0.00	5	160	1012.7677	0
27615600	20	10	0	1.277	5	160	1012.7678	0
27619200	20	10	0	2.237	5	160	1012.7679	0
27622800	20	10	0	1.257	5	160	1012.7680	0
27626400	20	10	0	4.277	5	160	1012.7681	0
27630000	20	10	0	3.80	5	160	1012.7682	0
27633600	20	10	0	3.60	5	160	1012.7683	0
27637200	20	10	0	3.80	5	160	1012.7684	0
27640800	20	10	0	4.237	5	160	1012.7685	0
27644400	20	10	0	3.187	5	160	1012.7686	0
27648000	20	10	0	4.247	5	160	1012.7687	0
27651600	20	10	0	5.00	5	160	1012.7688	0
27655200	20	10	0	5.00	5	160	1012.7689	0
27658800	20	10	0	4.29840	5	160	1012.7690	0
27662400	20	10	0	4.29920	5	160	1012.7691	0
27666000	20	10	0	3.50	5	160	1012.7692	0
27669600	20	10	0	3.30	5	160	1012.7693	0
27673200	20	10	0	3.00	5	160	1012.7694	0
27676800	20	10	0	3.00	5	160	1012.7695	0
27680400	20	10	0	2.60	5	160	1012.7696	0
27684000	20	10	0	2.90	5	160	1012.7697	0
27687600	20	10	0	2.50	5	160	1012.7698	0
27691200	20	10	0	2.50	5	160	1012.7699	0
27694800	20	10	0	3.237	5	160	1012.7700	0
27698400	20	10	0	2.277	5	160	1012.7701	0
27702000	20	10	0	3.30	5	160	1012.7702	0
27705600	20	10	0	3.30	5	160	1012.7703	0
27709200	20	10	0	4.7460	5	160	1012.7704	0
27712800	20	10	0	4.7480	5	160	1012.7705	0
27716400	20	10	0	2.267	5	160	1012.7706	0
27720000	20	10	0	3.20	5	160	1012.7707	0
27723600	20	10	0	3.90	5	160	1012.7708	0
27727200	20	10	0	3.30	5	160	1012.7709	0
27730800	20	10	0	5.30	5	160	1012.7710	0
27734400	20	10	0	5.30	5	160	1012.7711	0
27738000	20	10	0	4.217	5	160	1012.7712	0
27741600	20	10	0	3.277	5	160	1012.7713	0
27745200	20	10	0	5.247	5	160	1012.7714	0
27748800	20	10	0	0.70	5	160	1012.7715	0
27752400	20	10	0	0.00	5	160	1012.7716	0
27756000	20	10	0	0.00	5	160	1012.7717	0
27759600	20	10	0	0.00	5	160	1012.7718	0
27763200	20	10	0	1.278	5	160	1012.7719	0
27766800	20	10	0	2.238	5	160	1012.7720	0
27770400	20	10	0	1.258	5	160	1012.7721	0
27774000	20	10	0	4.278	5	160	1012.7722	0
27777600	20	10	0	3.80	5	160	1012.7723	0
27781200	20	10	0	3.60	5	160	1012.7724	0
27784800	20	10	0	3.80	5	160	1012.7725	0
27788400	20	10	0	4.238	5	160	1012.7726	0
27792000	20	10	0	3.188	5	160	1012.7727	0
27795600	20	10	0	4.248	5	160	1012.7728	0
27799200	20	10	0	5.00	5	160	1012.7729	0
27802800	20	10	0	5.00	5	160	1012.7730	0
27806400	20	10	0	4.30000	5	160	1012.7731	0
27810000	20	10	0	4.30080	5	160	1012.7732	0
27813600	20	10	0	3.50	5	160	1012.7733	0
27817200	20	10	0	3.30	5	160	1012.7734	0
27820800	20	10	0	3.00	5	160	1012.7735	0
27824400	20	10	0	3.00	5	160	1012.7736	0
27828000	20	10	0	2.60	5	160	1012.7737	0
27831600	20	10	0	2.90	5	160	1012.7738	0
27835200	20	10	0	2.50	5	160	1012.7739	0
27838800	20	10	0	2.50	5	160	1012.7740	0
27842400	20	10	0	3.238	5	160	1012.7741	0
27846000	20	10	0	2.278	5	160	1012.7742	0
27849600	20	10	0	3.30	5	160	1012.7743	0
27853200	20	10	0	3.30	5	160	1012.7744	0
27856800	20	10	0	4.7500	5	160	1012.7745	0
27860400	20	10	0	4.7520	5	160	1012.7746	0
27864000	20	10	0	2.268	5	160	1012.7747	0
27867600	20	10	0	3.20	5	160	1012.7748	0
27871200	20	10	0	3.90	5	160	1012.7749	0
27874800	20	10	0	3.30	5	160	1012.7750	0
27878400	20	10	0	5.30	5	160	1012.7751	0
27882000	20	10	0	5.30	5	160	1012.7752	0
27885600	20	10	0	4.218	5	160	1012.7753	0
27889200	20	10	0	3.278	5	160	1012.7754	0
27892800	20	10	0	5.248	5	160	1012.7755	0
27896400	20	10	0	0.70	5	160	1012.7756	0
27900000	20	10	0	0.00	5	160	1012.7757	0
27903600	20	10	0	0.00	5	160	1012.7758	0
27907200	20	10	0	0.00	5	160	1012.7759	0
27910800	20	10	0	1.279	5	160	1012.7760	0
27914400	20	10	0	2.239	5	160	1012.7761	0
27918000	20	10	0	1.259	5	160	1012.7762	0
27921600	20	10	0	4.279	5	160	1012.7763	0
27925200	20	10	0	3.80	5	160	1012.7764	0
27928800	20	10	0	3.60	5	160	1012.7765	0
27932400	20	10	0	3.80	5	160	1012.7766	0
27936000	20	10	0	4.239	5	160	1012.7767	0
27939600	20	10	0	3.189	5	160	1012.7768	0
27943200	20	10	0	4.249	5	160	1012.7769	0
27946800	20	10	0	5.00	5	160	1012.7770	0
27950400	20	10	0	5.00	5	160	1012.7771	0
27954000	20	10	0	4.30160	5	160	1012.7772	0
27957600	20	10	0	4.30240	5	160	1012.7773	0
27961200	20	10	0	3.50	5	160	1012.7774	0
27964800	20	10	0	3.30	5	160	1012.7775	0
27968400	20	10	0	3.00	5	160	1012.7776	0
27972000	20	10	0	3.00	5	160	1012.7777	0
27975600	20	10	0	2.60	5	160	1012.7778	0
27979200	20	10	0	2.90	5	160	1012.7779	0
27982800	20	10	0	2.50	5	160	1012.7780	0
27986400	20	10	0	2.50	5	160	1012.7781	0
27990000	20	10	0	3.239	5	160	1012.7782	0
27993600	20	10	0	2.279	5	160	1012.7783	0
27997200	20	10	0	3.30	5	160	1012.7784	0
28000800	20	10	0	3.30	5	160	1012.7785	0
28004400	20	10	0	4.7540	5	160	1012.7786	0
28008000	20	10	0	4.7560	5	160	1012.7787	0
28011600	20	10	0	2.269	5	160	1012.7788	0
28015200	20	10	0	3.20	5	160	1012.7789	0
28018800	20	10	0	3.90	5	160	1012.7790	0
28022400	20	10	0	3.30	5	160	1012.7791	0
28026000	20	10	0	5.30	5	160	1012.7792	0
28029600	20	10	0	5.30	5	160	1012.7793	0
28033200	20	10	0	4.219	5	160	1012.7794	0
28036800	20	10	0	3.279	5	160	1012.7795	0
28040400	20	10	0	5.249	5	160	1012.7796	0
28044000	20	10	0	0.70	5	160	1012.7797	0
28047600	20	10	0	0.00	5	160	1012.7798	0
28051200	20	10	0	0.00	5	160	1012.7799	0
28054800	20	10	0	0.00	5	160	1012.7800	0
28058400	20	10	0	1.280	5	160	1012.7801	0
28062000	20	10	0	2.240	5	160	1012.7802	0
28065600	20	10	0	1.260	5	160	1012.7803	0
28069200	20	10	0	4.280	5	160	1012.7804	0
28072800	20	10	0	3.80	5	160	1012.7805	0
28076400	20	10	0	3.60	5	160	1012.7806	0
28080000	20	10	0	3.80	5	160	1012.7807	0
28083600	20	10	0	4.240	5	160	1012.7808	0
28087200	20	10	0	3.190	5	160	1012.7809	0
28090800	20	10	0	4.250	5	160	1012.7810	0
28094400	20	10	0	5.00	5	160	1012.7811	0
28098000	20	10	0	5.00	5	160	1012.7812	0
28101600	20	10	0	4.30320	5	160	1012.7813	0
28105200	20	10	0	4.30400	5	160	1012.7814	0
28108800	20	10	0	3.50	5	160	1012.7815	0
28112400	20	10	0	3.30	5	160	1012.7816	0
28116000	20	10	0	3.00	5	160	1012.7817	0
28119600	20	10	0	3.00	5	160	1012.7818	0
28123200	20	10	0	2.60	5	160	1012.7819	0
28126800	20	10	0	2.90	5	160	1012.7820	0
28130400	20	10	0	2.50	5	160	1012.7821	0
28134000	20	10	0	2.50	5	160	1012.7822	0
28137600	20	10	0	3.240	5	160	1012.7823	0
28141200	20	10	0	2.280	5	160	1012.7824	0
28144800	20	10	0	3.30	5	160	1012.7825	0
28148400	20	10	0	3.30	5	160	1012.7826	0
28152000	20	10	0	4.7580	5	160	1012.7827	0
28155600	20	10	0	4.7600	5	160	1012.7828	0
28159200	20	10	0	2.270	5	160	1012.7829	0
28162800	20	10	0	3.20	5	160	1012.7830	0
28166400	20	10	0	3.90	5	160	1012.7831	0
28170000	20	10	0	3.30	5	160	1012.7832	0
28173600	20	10	0	5.30	5	160	1012.7833	0
28177200	20	10	0	5.30	5	160	1012.7834	0
28180800	20	10	0	4.220	5	160	1012.7835	0
28184400	20	10	0	3.280	5	160	1012.7836	0
28188000	20	10	0	5.250	5	160	1012.7837	0
28191600	20	10	0	0.70	5	160	1012.7838	0
28195200	20	10	0	0.00	5	160	1012.7839	0
